id,date,product,category,link,title,description
538cf83d076a3cf8a0b221a07b2ac488da33ff83,"Tue, 09 Aug 2022 21:57:17 +0000",amazon-sagemaker,artificial-intelligence,https://aws.amazon.com/about-aws/whats-new/2022/08/amazon-sagemaker-automatic-model-tuning-alternate-sagemaker-instances-robust-tuning/, Amazon SageMaker Automatic Model Tuning now supports alternate SageMaker training instance types for more robust tuning, <p>Amazon SageMaker Automatic Model Tuning now supports specifying multiple alternate SageMaker training instance types to make tuning jobs more robust when the preferred instance type is not available due to insufficient capacity.<br /> </p>
f1c8aea3ee3c4637885cae8b86b51833e3f9f19b,"Wed, 27 Jul 2022 21:05:11 +0000",amazon-sagemaker,artificial-intelligence,https://aws.amazon.com/about-aws/whats-new/2022/07/amazon-s3-increases-access-points-redshift-cloudfront-sagemaker-feature-store/,"Amazon S3 increases the maximum number of S3 Access Points and adds support for Amazon Redshift, Amazon CloudFront, and Amazon SageMaker Feature Store","<p>You can now create up to 10,000 Amazon S3 Access Points per region per account to manage granular access permissions across your different applications. In addition, access points now support Amazon SageMaker, Amazon Redshift, and Amazon CloudFront, helping you use access point aliases directly with your applications as a replacement for S3 bucket names.<br /> </p>"
073bc1ce5419e7591ad44da431de486cb1ae33e9,"Fri, 15 Jul 2022 17:26:35 +0000",amazon-sagemaker,artificial-intelligence,https://aws.amazon.com/about-aws/whats-new/2022/07/amazon-sagemaker-adds-ml-g5-ml-p4d-ml-c6i-instances-model-deployment/,"Amazon SageMaker adds ml.g5, ml.p4d, and ml.c6i instances for model deployment","<p>Amazon SageMaker expands access to new ML instances so customers can deploy models on the best instance for their workloads. Now, customers can use ml.g5, ml.p4d, and ml.c6i instances for Asynchronous and Real-time model deployment options.<br /> </p>"
4d55f35119aa5f5dc6598106135901824c6424ba,"Fri, 15 Jul 2022 15:43:56 +0000",amazon-sagemaker,artificial-intelligence,https://aws.amazon.com/about-aws/whats-new/2022/07/amazon-sagemaker-automatic-model-tuning-supports-increased-limits-improve-accuracy-models/, Amazon SageMaker Automatic Model Tuning now supports increased limits to improve the accuracy of your models,"<p>Amazon SageMaker Automatic Model Tuning enables you to find the most accurate version of a machine learning (ML) model by finding the optimal set of hyperparameter configurations for your dataset. SageMaker Automatic Model Tuning now supports increased limits for two service quotas, with up to 50% higher number of total training jobs that can be run per tuning job and maximum number of hyperparameters that can be searched per tuning job.<br /> </p>"
151953e4bed374c21913eac681c52674f54ec4bb,"Fri, 08 Jul 2022 17:40:29 +0000",amazon-sagemaker,artificial-intelligence,https://aws.amazon.com/about-aws/whats-new/2022/07/amazon-sagemaker-autopilot-experiments-2x-faster/,Amazon SageMaker Autopilot experiments are now up to 2x faster," <p>Today, we’re pleased to announce that <a href=""https://aws.amazon.com/sagemaker/autopilot/"" rel=""noopener"" target=""_blank"">Amazon SageMaker Autopilot</a>&nbsp"
0b8c9c6d4108fee7d29848b16653dd2bc6a5738f,"Fri, 08 Jul 2022 22:15:28 +0000",amazon-sagemaker,artificial-intelligence,https://aws.amazon.com/about-aws/whats-new/2022/07/announcing-heterogeneous-clusters-amazon-sagemaker-model-training/, Announcing Heterogeneous Clusters for Amazon SageMaker model training," <p><a href=""https://aws.amazon.com/sagemaker/"" rel=""noopener"" target=""_blank"">Amazon SageMaker</a>&nbsp"
7e0e76a9f0979f25a077cb09db46408a1d35c9f2,"Wed, 06 Jul 2022 18:46:01 +0000",amazon-sagemaker,artificial-intelligence,https://aws.amazon.com/about-aws/whats-new/2022/07/amazon-sagemaker-feature-supports-metadata-search/, Amazon SageMaker Feature Store now supports feature metadata and search," <p><a href=""https://aws.amazon.com/sagemaker/feature-store/"" rel=""noopener"" target=""_blank"">Amazon SageMaker Feature Store</a> is a fully managed, purpose-built repository to store, update, search, and share machine learning (ML) features. The service provides feature management capabilities such as enabling easy feature reuse, low latency serving, time travel, and ensuring consistency between features used in training and inference workflows. A feature group is a logical grouping of ML features whose organization and structure is defined by a feature group schema. Until today, customers could add metadata tags only to feature groups which in turn enabled easy search and discovery of a feature group. To search for a specific feature however was more complicated. Customers needed to know which feature group the feature belongs and then scan for the relevant feature in the feature group, leading to additional overhead while searching for features..<br /> </p>"
a8b3e280df83ea82e431857daa5c207c7a1aeb62,"Wed, 06 Jul 2022 16:56:42 +0000",amazon-sagemaker,artificial-intelligence,https://aws.amazon.com/about-aws/whats-new/2022/07/amazon-sagemaker-feature-store-new-features-existing-feature-groups/, Amazon SageMaker Feature Store now allows adding new features to existing feature groups," <p><a href=""https://aws.amazon.com/sagemaker/feature-store/"" rel=""noopener"" target=""_blank"">Amazon SageMaker Feature Store</a> is a fully managed, purpose-built repository to store, update, search, and share machine learning (ML) features. The service provides feature management capabilities such as enabling easy feature reuse, low latency serving, time travel, and ensuring consistency between features used in training and inference workflows. A feature group is a logical grouping of ML features whose organization and structure is defined by a feature group schema. Until today, the features in a feature group were defined at the time of feature group creation, and the feature group schema was immutable.</p>"
3bef5d63d9bc95d571f2c8fb23f8f156993f4be8,"Wed, 06 Jul 2022 17:32:49 +0000",amazon-sagemaker,artificial-intelligence,https://aws.amazon.com/about-aws/whats-new/2022/07/amazon-sagemaker-feature-store-operational-metrics-monitor-groups/, Amazon SageMaker Feature Store adds operational metrics to easily monitor feature groups," <p><a href=""https://aws.amazon.com/sagemaker/feature-store/"" rel=""noopener"" target=""_blank"">Amazon SageMaker Feature Store</a>&nbsp"
56181bd084b09e15d3e2f0bbabd41f2a7765c795,"Wed, 29 Jun 2022 21:55:26 +0000",amazon-sagemaker,artificial-intelligence,https://aws.amazon.com/about-aws/whats-new/2022/06/amazon-sagemaker-development-environment-custom-image-rstudio/, Now bring your own development environment in a custom image to RStudio on Amazon SageMaker," <p>Starting today, you can now bring your own development environment in a custom image to <a href=""https://aws.amazon.com/blogs/aws/announcing-fully-managed-rstudio-on-amazon-sagemaker-for-data-scientists/"" rel=""noopener"" target=""_blank"">RStudio on Amazon SageMaker</a>. RStudio on SageMaker is the industry’s first fully managed RStudio Workbench in cloud. You can quickly launch the familiar RStudio Integrated Development Environment (IDE), dial up and down the underlying compute resources without interrupting your work, and even switch to programming using Python on <a href=""https://docs.aws.amazon.com/sagemaker/latest/dg/notebooks.html"" rel=""noopener"" target=""_blank"">Amazon SageMaker Studio Notebooks</a>. All your work, including code, datasets, repositories, and other artifacts are synchronized between the two environments. You can bring your current RStudio license to <a href=""https://aws.amazon.com/sagemaker/"" rel=""noopener"" target=""_blank"">Amazon SageMaker</a>&nbsp"
20dd8b97c62ac4265fa8cd12b0f707d6bdb3c946,"Tue, 28 Jun 2022 21:18:31 +0000",amazon-sagemaker,artificial-intelligence,https://aws.amazon.com/about-aws/whats-new/2022/06/amazon-sagemaker-built-in-algorithms-four-new-tabular-data-modeling-algorithms/, Amazon SageMaker built-in algorithms now provides four new Tabular Data Modeling Algorithms," <p> Amazon SageMaker provides a suite of built-in algorithms, pre-trained models, and pre-built solution templates to help data scientists and machine learning practitioners get started on training and deploying machine learning models quickly. These algorithms and models can be used for both supervised and unsupervised learning. They can process various types of input data including tabular, image, and text.</p>"
18c53e87022d10303b73b31ccc30274fe27f1c7f,"Thu, 23 Jun 2022 17:25:28 +0000",amazon-sagemaker,artificial-intelligence,https://aws.amazon.com/about-aws/whats-new/2022/06/virtual-private-cloud-vpc-support-sagemaker-ground-truth/, Virtual Private Cloud (VPC) support is generally available for SageMaker Ground Truth," <p><a href=""https://aws.amazon.com/sagemaker/data-labeling/"" rel=""noopener"" target=""_blank"">Amazon SageMaker Ground Truth</a> helps you build high-quality training datasets for your machine learning (ML) models. With SageMaker Ground Truth, you can use workers from Amazon Mechanical Turk, a vendor company that you choose, or your own private workforce to create labeled datasets for training ML models.</p>"
1625952225e2607c73d57100279486b58a087bc3,"Thu, 23 Jun 2022 16:38:06 +0000",amazon-sagemaker,artificial-intelligence,https://aws.amazon.com/about-aws/whats-new/2022/06/amazon-sagemaker-ground-truth-supports-synthetic-data-generation/, Amazon SageMaker Ground Truth now supports synthetic data generation," <p>We are excited to announce that <a href=""https://aws.amazon.com/sagemaker/data-labeling/"" rel=""noopener"" target=""_blank"">Amazon SageMaker Ground Truth</a> now provides support so you can generate labeled synthetic data without collecting large amounts of real-world, manually labeled data. Amazon SageMaker provides two data labeling offerings, Amazon SageMaker Ground Truth Plus and Amazon SageMaker Ground Truth. You can use both options to identify raw data (such as images, text files, and videos) and add informative labels to create high-quality training datasets for your machine learning (ML) models.</p>"
